"School","GP","W","L","WPct","SRS","SOS","Con_W","Con_L","Hm_W","Hm_L","Aw_W","Aw_L","Pts_For","Pts_Ag","MP","FGM","FGA","FG_Pct","PM_3","PA_3","Pct_3","FTM","FTA","FT_Pct","ORB","TRB","AST","STL","BLK","TOV","PF"
"Florida State",17,7,10,0.412,5.45,4.39,0,4,7,3,0,4,1413,1395,680,476,1123,0.424,189,591,0.32,272,384,0.708,232,622,259,155,62,212,340
